"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Jamaica","JAM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","8500","11500","11900","10000","10000","9000","9000","9000","8500","8500","8500","9300","9500","9600","10100","10100","10130","10109","9797","9851","9250","8050","8200","8961","9965","10731","11275","11170","14652","16160","17054","18390","22340","26340","28717","28300","27755","23485","20956","21414","10052","18831","21042","15451","17966","18766","25722","22014","19005","21338","19342","19150","16034.05","19186.9","15916","17692","17420","","","",
"Jordan","JOR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","100","100","200","200","200","200","200","100","100","100","100","200","100","100","92","65","49","31","31","36","56","35","34","32","132","197","267","322","372","407","412","390","402","455","496","595","621","650","763","1025","1119","1060","1041","1131","981","1071","1057","1015","1040","1009","1027","1075","1248","1480","1758","1758","1758","","","",
"Japan","JPN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","6233547","6752627","6909629","6744572","6400607","6952402","7177695","7979807","8713293","8649447","9344607","9949029","10300000","10800000","10800000","10600000","10700000","10800000","10900000","10600000","11100000","11400000","11500000","12000000","12800000","12100000","12800000","12500000","12800000","12000000","11100000","10000000","9359007","8790829","8188004","7536569","7446856","7422091","6720586","6634957","6483310","6147400","5886827","6101859","5712155","5695057","5675395","5714497","5628025","5474059","5339478","4786412","4836243","4763637","4756123","4655760","4343257","","","",
"Kazakhstan","KAZ","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85006","89508","86978","82690","68503","59628","47594","50350","45955","33747","26106","37363","37433","23269","25446","26015","33494.2","37744","30301","34371","51473","38473","47051","35754","37677","35503","37547","41191.4","43213","","","",
"Kenya","KEN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","12980","13910","18760","20480","21130","23799","28270","27660","28517","32293","33940","28520","30170","29180","28741","27523","41324","43169","46605","51895","48035","58060","81913","98558","91334","106464","120468","131902","138952","147165","202778","199657","164103","184054","204747","194584.7","182042.4","161787.7","173307.6","206227.4","216310.9","165769.3","145962.3","121544","128332.1","148967","160278","136522","140561","139052","152801","203863","180868","187220","192927","184445","186751","","","",
"Kyrgyz Republic","KGZ","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1320","1447","1309","1199","843","350","294","392","330","253","247","119","110","324","245","75","27","46","57","121","100","143","379","454.5","387","420","804.93","1099.4","2019.7","","","",
"Cambodia","KHM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","35000","45000","45000","40000","40000","45000","45000","50000","50000","52000","52200","77100","87100","84700","84700","84700","84704","84711","40925","30053","19706","51594","68715","68161","64424","70578","73651","82224","86896","82184","111427","117854","111228","108969","103254","112511","104310","114600","122000","284156","298798","445700","424432","390657","343332","428000","523510","493760","471000","515000","550094","632839","640695","729468","745310","751193","802450","","","",
"Kiribati","KIR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","5000","5000","6000","6000","6000","6000","7500","7500","7500","7500","8800","8900","9100","9200","9475","9650","9824","10053","10606","10838","12929","13502","13009","22485","19393","22859","30801","38226","25445","32211","31968","37379","33536","30568","32769","37386","43176","39522","43226","66050","46634","42562","40956","37625","34974","35574","34510","35287","28393.14","41224.16","47872","67220","86070","83792","120551","149638","176474","","","",
"St. Kitts and Nevis","KNA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","600","600","600","700","700","700","800","800","800","800","1000","1000","1000","1000","1000","1218","1684","1695","1790","1777","1935","1900","1930","1177","1115","995","901","924","800","713","623","453","300","250","357","339","687","418","967","934","971","1040","950","874","1112","1517","1180","1276","1343","2065","21755","31072","21897","17711","66140","100430","65735","","","",
"Korea, Rep.","KOR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","357201","424517","469200","532001","599811","639833","703234","759881","840723","879124","876609","1067559","1342357","1686127","2024288","2133667","2405159","2422883","2352830","2420659","2408361","2810258","2641382","2791459","2908151","3093816","3660725","3333418","3216014","3327347","3285474","2983447","3304093","3335883","3478501","3359594","3334151","3268001","2837464","2909329","2506078","2677017","2498788","2501632","2542602","2719486","3051622","3287437","3365700","3203623","3112233","3256454","3186497","3136797","3312702","3334113","3255171","","","",
"Kuwait","KWT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3500","3500","3500","3500","4000","4000","4000","4500","4500","4500","4700","5700","5000","6100","5502","5934","4648","5913","6489","3065","3689","3714","6628","8722","9639","10118","7633","7704","10796","7653","4454","2034","7871","8466","7752","8706","8345","8031","8018","7662","7354","6041","5555","4426","5436","5222","6203","4721","4270.215","4980","6683","4357","4339","4936","4494","4549","5689.16","","","",
"Latin America & Caribbean (excluding high income)","LAC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4287223","6068585","7864123","7821380","10133970","8572765","9983902","11505477","11908663","10616017","14141856","12264830","6607052","4518405","6236551","5590075","6629536","5165715","6796055","7165041","6416276","6656723","7476912","4935596.1","7299040.3","8577406.12","10143570.88","8919857.84","11005584.34","11141918.1","10723964.8","10934506.6","11328853.8","13105734.8","16291837.9","13827007.2","14899577.8","13323954.5","9042306.1","13237278.1","15552422","13194713","13933998","11190554","14792164","14617813","12663364.743","12923531.99","13390626.04","12870565.49","10056146.28","14093848.26","10598646.53","11688823.25","9744748.78","10847630.72","9990050.42","","","",
"Lao PDR","LAO","Total fisheries production (metric tons)","ER.FSH.PROD.MT","12000","12000","15000","15000","15000","15000","18000","18000","18000","18000","20000","20000","20000","20000","20000","22000","22000","22000","22000","24000","24000","24000","24000","26000","26000","26000","26000","28000","28000","28000","28000","29000","30000","30500","35000","40250","39000","40000","40858","60403","71316","81000","93156","94700","94700","86560","86925","91660","93500","105800.5","113000","129600","136001","146946","168597","158600","180750","","","",
"Lebanon","LBN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2100","1900","2000","2200","2000","2300","2500","1800","2500","3000","2300","2000","1800","2400","3100","2405","1710","1620","1740","1675","1740","1570","1520","1500","1500","1700","1875","1913","1813","1813","1510","1812","1861","2212","2437","4385","4485","3955","3920","3860","4066","3970","4760","4693","4661","4611","4624","4518","4575","4580","4580","4580","4480","4280","4123","4663","5306","","","",
"Liberia","LBR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4200","3700","4000","4000","4000","4500","5000","6000","6000","7000","8000","8200","8900","9300","10064","10046","10132","10190","10812","13484","11791","13004","13588","15286","14657","11486","16059","18734","16076","14805","6463","9620","8891","7782","7721","8829","8308","8491","10697","14682","11540","10510","11056","10478","13738","12160","8907","14501","7906","10716","11720","12720","13730","14730","14740","14740","14740","","","",
"Libya","LBY","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2013","1700","1500","1400","1600","2924","3324","4236","5560","6500","5500","5600","2549","2975","4769","4949","4059","2046","4355","4500","12752","13130","14706","10122","11979.78","15900.6","17947","18622","21690","22058","24804","26106","28908","31103","33518","34448","36024","36925","37959","43643","50009","47336","44053","41994","40190","37783","35040","32166","47760","52227.3","50116","30014","35014","36014","25013","26012","30012","","","",
"St. Lucia","LCA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","600","600","600","600","800","800","900","1000","1100","1100","1419","1519","1519","1627","1700","2000","2200","2500","2600","1024","969","891","921","910","946","1152","940","751","826","847","988","1056","1128","1404","1356","1354","1414","1419","1711","2037","2028","2189","1913","1690","1712","1605","1657.243","1742.39","1902.04","2078.36","1984.9","1899.8","2093.9","2134.3","2132.2","2109.1","2129.44","","","",
"Latin America & Caribbean","LCN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4671508","6546653","8547233","8632284","11362002","9373505","11493275","12692535","13400310","11791473","15459827","13890555","7535251","5363797","7532487","6728151","8312589","6856908","9026307","10165543","9675379","10480738.789","11590164.039","9446439.254","12271081.366","14030111.94","16159749.779","14188778.87","16651678.01","18117430.711","16407593.981","17449299.14","18298386.33","19644361.74","24669722.92","22097333.68","22453287.94","20038801.09","13266136.78","19100944.1","20916946","18293736","19487813","16124479","21199884.5","20545506.6","18412583.243","18244110.79","18597069.73","17948029.69","14148658.69","18892659.53","15036052.24","15377073.28","13933624.94","14415553.77","13212013.67","","","",
"Least developed countries: UN classification","LDC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1716967","1784667","1908077","1910657","2141107","2152487","2281728","2341340","2502959","2693285","2785646","2844479","3255418","3258294","3189840","2858538","2792512","2953056","2888497","2825315","2847273","2939598","2947752","3098544.69","3249202.74","3303651","3507665.39","3646713.11","3764465.27","3854133.69","4007621.55","3978939.58","4158412.01","4262064.44","4213713.4","4543682.4","4496340.25","4978261.7","5091574.39","5627294.15","6045236.33","6477189.56","6781610.04","7374829.42","8182329.67","8622843.59","8813831.96","9316423.68","9360021.79","10033273.66","10490343.26","10805080.26","11299117.14","11662148.49","12013521.94","12271726.33","12986944.66","","","",
"Low income","LIC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","812426","863287","903056","939529","989010","1061643","1135444","1228299","1340337","1388097","1407642","1467553","1551362","1658946","1756041","1830065","1912099","2031107","2333937","2277255","2304465","2526033","2567853","2359333.649","2662185.396","2688181.11","2943137.931","3428110.56","3266310.2","3418712.9","2922074.2","2758974.8","2996712.3","3053032.4","2618592.1","2692755","2614173.2","2371466.2","2314705.8","2359266.05","2443410","2513221.7","2559058","2802160.7","2995555.7","3045445.15","3002561.2","3111414.2","3027508.25","3198894.5","3284207.3","3335265.43","3477179.08","3588631.8","3678346.9","3663866.8","3740590.2","","","",
"Liechtenstein","LIE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Sri Lanka","LKA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","48103","59628","73471","71614","91125","74632","79973","82237","98302","95060","89241","74985","91877","96548","100489","109235","131663","136165","156107","164790","183447","201951","201239","205500","162502","177659","183998","187154","205574","220486","183923","211801","206463.1","232200.9","248716.7","237885.9","263818.3","274186.8","289689.9","314072.7","301169.6","271160","275253","323221.2","336857.4","220967","284255","313136","331362","344490.7","398245.1","440116.2","484638.8","525334.3","564702.3","538092.8","552611.2","","","",
"Lower middle income","LMC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4693617","4732135","5026138","5268638","5972490","6136345","6632006","6662429","6975751","7376319","7667265","8087942","8606564","9071578","9075776","8773220","8816248","9266019","9512651.9","9706714.8","9988903.1","10416544.1","10665125.6","11599250.29","12057305.5","12395333.71","13106402.23","13450431.81","15217096.47","16084613.69","16738312.21","17226341.43","17622780.61","18225180.07","19182345.23","20238776.78","20787600.31","21696921.73","22136945.44","23608013.3","24694045.66","26084741.16","26719360.71","28076651.14","29881851.07","32124294.24","33737895.56","35617320.38","38334434.79","40203174.48","43619634.19","45430043.13","49361166.56","53918618.99","56934504.17","59018943.89","61458451.54","","","",
"Low & middle income","LMY","Total fisheries production (metric tons)","ER.FSH.PROD.MT","14399218","16532831","18856881","19424206","22821416","21875899","24112770","26403330","28030265","27269417","30617011","29787875","25299605","24063214","26368542","25716556","26968258","27107460","29298706.9","29386880.8","29078253.1","30268053.1","32142170.6","31257287.939","34900446.376","37722966.64","42026976.641","44017094.61","57560397.41","59156808.31","58964346.92","60459632.01","64479690.02","69962727.2","77556202.83","81581986.88","86945493.11","86695158.43","85614580.35","93345727.07","98336396.16","98007839.46","101379727.31","102418339.44","110524019.23","114367597.19","116205166.753","120105559.87","124147013.31","128893840.87","133045621.55","141736825.62","147102969.72","155705652.7","159025370.782","165142154.725","169974739.85","","","",
"Lesotho","LSO","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","23","27","22","24","27","23","15","19","20","13","23","25","26","30","30","30","25","33","40","40","40","42","44","38","34","40","32","48","46","47","46","47","179","141","152.6","345.4","345.37","450.37","550.43","952.53","1053","1102","","","",
"Late-demographic dividend","LTE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","6147218","6546808","7221486","7578464","8568344","8748231","9894174","9542691","10081490","10199864","10453493","11542194","11806817","12318681","13018576","13281376","14082722","15605589","16739441.9","17051031.8","17377705.1","18590588.289","19090127.039","20377421.225","22577665.726","24246598.656","26883871.611","28161382.57","39227254.11","41289455.811","39491977.371","40914196.27","43902941.03","46686082.192","52465463.19","57925750.899","61496977.43","61372818.11","60771534.69","64774266.97","66417842.02","67190984.92","69739674.6","71214832.88","75420441.36","77007391.23","78779440.093","80573803.98","81976753.605","85673974.96","88086402.32","91562222.93","96526560.4","99196453.55","102049970.4","104463931.86","107430479.42","","","",
"Lithuania","LTU","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","415287","416392","339080","472814","192366","120078","51036","59082","90051","45518","68094","74612","80984","152832","151896","159561","164685","141798","156772","190890","185768","176113.6","153042","141836.6","70551.96","95081.88","153902.8","89594.17","111337.7","","","",
"Luxembourg","LUX","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Latvia","LVA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","544138","541723","459833","412642","157388","142313","138665","149719","143024","106027","102756","125857","136728","128639","117983","115180","125936","151160","140954","156005","158518","163730.2","165367.8","155875.5","95066.54","116717.2","120252.3","82394.85","115594.1","","","",
"Macao SAR, China","MAC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","5800","5800","5800","5500","5800","7000","7500","7500","7000","7000","5900","6100","5900","6000","6000","6000","7400","7160","9236","7881","6624","7545","6656","6250","8800","9100","8042","3517","2485","3464","2583","2322","2668","1898","1890","1604","1418","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","","","",
"St. Martin (French part)","MAF","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","90","90","90","90","90","90","90","","","",
"Morocco","MAR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","167700","176681","171949","180535","208582","225486","318584","273366","231491","233719","258205","234819","275077","399728","288734","230525","288995","265437","298157.1","290446.7","335425.6","395731","369537","459373","472826.1","478315.4","600561","499328.2","556448.4","527107.6","575362.3","604051","559470.1","632816.4","761150.2","858883.8","649713","793718.6","716198.1","749002.2","916713.2","1107505","971209.6","931316.6","932998.7","1041467","892911.6","893481.5","1006747","1176094","1144394","965356.4","1167619","1260689","1369137","1371281","1455247","","","",
"Monaco","MCO","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","0","0","0","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","2","1","1","1","1","1","1","1","1","1","1","1","","","",
"Moldova","MDA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8606","8621","9472","5319","3059","2365","1330","1529","1093","1228","1148","824","1735","1737","2373","3466","5735","6356","6851","7526","7836","8226","8844","9050","9130","9130","11050","11216.05","12061.4","","","",
"Madagascar","MDG","Total fisheries production (metric tons)","ER.FSH.PROD.MT","29500","30500","32000","37400","46000","45300","56000","59100","64700","50063","53901","56745","57733","65916","71399","61983","60943","62471","61089","60525","57461","58061","59605","63644","67618","69309","84428","92594","101340","98039","103880","99381","107471","117049","120615","121339","120506","125929","119708","124249","128947","132864","140538","140937","145519","143944","151227","163521","135750","141819","140524","137613","128062.5","117146","111260","137447.2","168331","","","",
"Maldives","MDV","Total fisheries production (metric tons)","ER.FSH.PROD.MT","13000","12000","12000","12000","12000","19600","22400","25100","23700","32300","37273","35176","32268","35706","37258","28325","34634","29636","31769","31175","38624","40916","37838","44110","56081","62076","59964","58502","72589","72065","80225","81523","82392","90156","104242","104754","105848","108312","118285","124217","119373","127636","163770","156132","158528","186274","185811","144511","133839","117061","122804","120835","120000","129841","128683","127352","129191","","","",
"Middle East & North Africa","MEA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","472968","502275","527475","537026","590903","589326","695103","637725","609360","617433","670151","680527","749858","921061","933402","904057","982029","951408","952127.9","992610.8","1023744.1","1044324.1","1092974.6","1215341.249","1261242.836","1357424.02","1525517.571","1576090.06","1764159.7","1708216.32","1767787.06","1820311.55","1854866.81","1966456.35","2170842.51","2359348.72","2164256.21","2375960.5","2392224.7","2551293.43","2820565.93","3133688.1","3041429.97","3156817.72","3230872","3417443.6","3462193.9","3423932.2","3519133.265","3793285.56","3981528.73","3902514.348","4381796.12","4609811.2","4814293.91","4876251.99","5270151.977","","","",
"Mexico","MEX","Total fisheries production (metric tons)","ER.FSH.PROD.MT","196513","224915","220300","245600","250100","259700","291600","356700","366800","354400","385068","423585","458856","479714","443705","500013","541156","581249","831426","1025373","1285113","1640147","1435149","1076678","1138004","1256312","1357457","1465562","1394979","1520515","1447147","1453289","1246528","1192966","1262042","1406094","1531420","1572454","1234357","1287371","1403681","1521930","1554807","1470939","1393504","1458215","1522989","1615257","1746285","1776349","1654520","1708789","1724947","1737918","1723597","1691185","1745795","","","",
"Marshall Islands","MHL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","100","150","150","160","160","200","200","220","320","400","395","380","300","329","488","388","375","2772","400","500","700","8261","36581","39859","38885","47887","57583","43974","61230","35103","46316","59751","93272","75387","80624","78743.61","89742.2","64800","","","",
"Middle income","MIC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","13586792","15669544","17953825","18484677","21832406","20814256","22977326","25175031","26689928","25881320","29209369","28320322","23748243","22404268","24612501","23886491","25056159","25076353","26964769.9","27109625.8","26773788.1","27742020.1","29574317.6","28897954.29","32238260.98","35034785.53","39083838.71","40588984.05","54294087.21","55738095.41","56042272.72","57700657.21","61482977.72","66909694.8","74937610.73","78889231.88","84331319.91","84323692.23","83299874.55","90986461.02","95892986.16","95494617.76","98820669.31","99616178.74","107528463.53","111322152.04","113202605.553","116994145.67","121119505.06","125694946.37","129761414.25","138401560.19","143625790.64","152117020.9","155347023.882","161478287.925","166234149.65","","","",
"North Macedonia","MKD","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1094","916","940","1037","604","668","783","1305","1425","915","911","1026","1172","1114","735","1218","1453","1762","1727","1636","1555","1674","1496","1341","1292","","","",
"Mali","MLI","Total fisheries production (metric tons)","ER.FSH.PROD.MT","80000","80000","90000","90000","90000","90000","110000","100000","106000","108000","110000","90000","80000","85000","75000","75000","75000","75000","75000","83586","88228","75564","73451","61289","54711","54184","61012","55713","55875","71838","70548","68780","68507","64352","62950","133000","111970","99610","98060","98616","109900","100500","101008","101008","101008","101008","101000","100640","100821","101355","102083","110217","72216","101558.3","81953","94880","106680","","","",
"Malta","MLT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1219","1325","1322","1634","1420","1228","1312","1414","1228","1135","1212","1247","1247","1644","1546","1529","1571","1483","1079","1322","1078","942","1216","999","1226","2585","1168","1052","896","941","799","973","1079","1495","3269","5540","10751","2840","3130","3249","2820","2137","2201","2025","2006","2142","3268","3951","4093","4509","4752","4046.724","6537","7622","7322","8351","8492.917","","","",
"Myanmar","MMR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","360080","360110","360140","360180","360230","360290","360350","381130","396620","414520","432400","442700","453300","463400","433840","485140","501560","518700","539690","564070","580010","594540","584410","587550","613691","648804","686523","685864","704547","733763","743818","735494","757498","791378","810825","823410","673788","863540","912618","1011124","1192112","1309146","1474460","1595870","1986960","2217470","2398440","2512410","2582074","2671896","2813941","2795076","2850599","2849780","2934806","2970100","3090034","","","",
"Middle East & North Africa (excluding high income)","MNA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","356278","377996","389468","396210","450471","438625","532365","470874","439105","451718","477323","456841","500280","647339","620613","570763","652287","642477","664002.9","733903.8","788327.1","823660.1","859947.6","958706.249","1000748.836","1090228.02","1260326.571","1258976.06","1413152.7","1400797.32","1467630.06","1529708.55","1559863.81","1665917.35","1844043.51","2016184.72","1824533.21","2039099.5","2063776.7","2221965.43","2484644.93","2773056.1","2683814.97","2797051.72","2849464.6","3038050.6","3064912.9","3026582.8","3137456.05","3400839.31","3584916.54","3532937.2","3966164","4184466.6","4370290.8","4382302.99","4743814","","","",
"Montenegro","MNE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1878.8","1492","2294","2226.2","2085.4","2357.6","2201.6","2391.5","2415.4","2299.8","2524","","","",
"Mongolia","MNG","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","250","250","280","280","290","290","290","300","300","300","300","300","300","300","300","300","265","494","537","346","262","184","347","370","374","412","383","281","254","124","100","120","165","184","158","221","180","311","524","425","290","263","382","305","366","326","185","88","90","100","80","61","55","49","63","15","","","",
"Northern Mariana Islands","MNP","Total fisheries production (metric tons)","ER.FSH.PROD.MT","100","150","150","150","150","200","200","200","200","200","150","150","150","150","150","150","150","150","150","145","143","143","98","245","345","241","311","218","227","258","175","133","153","147","178","193","249","264","255","192","336","406","296","172","169","214","227","230","184","213","266.58","210.53","248","973","1211","1124","992","","","",
"Mozambique","MOZ","Total fisheries production (metric tons)","ER.FSH.PROD.MT","13400","12800","12800","13500","13900","16200","17300","17000","17700","19000","20100","22900","22900","26300","28660","25490","27900","26950","25940","28630","33850","40630","38180","40940","34947","36326","42683","39805","35453","30187","31197","29351","24402","23325","23778","27411","38230","41709","35453","38026","41530","36556","40432","93543","91954","85778","95080","94151","123047","151500","163419","194352","208978","222822","254344","287720","300771","","","",
"Mauritania","MRT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","20000","22000","23000","23000","23000","25000","27000","30700","37000","43000","49570","58925","36291","33190","43697","33921","33834","37897","41467","24541","21598","58779","56288","81600","57676","66277","76614","88397","77666","76000","66000","67637","66054","59452","53746","56147","63324","74127","98043","104527","114456","140142","156131","199650","270733","304877","165312","223207","195328","216900","276238","372011","437709","387833","378339","403776","609754","","","",
"Mauritius","MUS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2500","2500","2800","2800","2800","3000","3000","3000","3300","4000","5400","5200","6600","6400","7679","7038","6660","7668","7113","6540","6364","7157","9810","9458","10388","12229","12899","17351","17190","16980","14176","18662","18961","20689","18287","16571","12034","14143","12176","12290","9702","11045","10762","11001","10321","10255","9124","8500","7116","8293.4","7933.5","7846.3","6865","8323.3","15432.5","16514.99","19083.32","","","",
"Malawi","MWI","Total fisheries production (metric tons)","ER.FSH.PROD.MT","13600","14300","19500","21700","21200","33900","32500","29300","32900","38200","47000","60000","70000","69300","70277","70992","74900","68200","67800","60002","65764","51401","58429","67006","65068","62072","72858","88596","78817","70771","74100","63729","69484","68206","58804","53890","63809","56571","41340","45982","50530","41187","41971","54209","57196","60407","74287","68000","71719","70945","100929","85248","128624","115953","120870.6","146617","160498.4","","","",
"Malaysia","MYS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","155941","168311","189968","220441","214002","230308","274109","345011","383808","350102","343096","370487","361478","447367","528483","476853","519969","622609","688565","700012","740400","808555","734189","796636","805406.4","801157.4","827924.3","911969.6","878705.2","941820.1","1009617","980562.8","1106239","1154853","1182652","1249960","1244025","1284996","1291434","1422822","1461223","1415834","1463625","1483324","1542062","1434097","1518875","1658291","1757034","1874265","2018700","1909572","2116237","2023322","1989740","2003019","1992258","","","",
"North America","NAC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3750586","3991921","4131711","3991306","3857601","4025721","3915675","3735880","4038498","3961312","4359968","4370849","4123700","4150997","4102461","4102213","4413817","4491429","5053356","5179164","5252696","5381673","5647198","5797712","6361015","6526899","6798358","7710295","7757128","7543775","7663343","7156546","7065086","7240176","7156878","6658662","6452831","6576641","6303872","6471196","6377471","6692442","6761932","6856601","6962039","6775799","6673388","6494111","5985615","5864547","6035568","6570743","6539323","6617790","6422544","6521918","6451288","","","",
"Namibia","NAM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","5000","5000","5000","5000","6500","6500","6500","6500","6550","7050","7850","8750","9050","9750","10250","10850","11650","12100","12900","13700","14923","32437","33395","21225","268292","209025","656404","790615","649440","570699","518831","514129","608790","580810","590744","548847","626156","638349","571391","554187","509858.5","413693.5","373427.6","379512.6","382624.6","414504.7","470314.7","486439.4","444611.6","510729.1","504468.9","","","",
"New Caledonia","NCL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","400","400","800","1200","1000","1000","900","500","500","500","500","500","500","800","868","973","883","3042","2963","2629","3349","2448","3384","2974","3721","3445","4518","5331","4180","3619","5558","5063","4284","3621","4239","3833","4256.4","3714.7","4852.3","5100.1","5247.4","5392","5375.9","5336.5","6143","6000","5698","5627.7","6025","5785","5250","5461","5456","5465","5722","5260","5402","","","",
"Niger","NER","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3400","4200","6000","9000","6300","5000","5000","3700","4300","3000","2400","5400","16400","16200","15050","9142","4715","7372","8783","8934","8892","8208","6840","3251","3000","2000","2345","2283","2499","4741","3354","3145","2464","2172","2533","3651","4167","6341","7025","11014","16265","20821","23600","55900","51506","50058","29875","29768","30000","29954","40070","53258","46600","45200","47329","27300","34892","","","",
"Nigeria","NGA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","58510","55010","65230","66250","85470","97280","110100","119420","120130","115850","155899","245296","246394","250593","257336","256500","260585","262178","264068","268753","261293","260132","269715","272312","263933","245353","271573","260808","279514","300449","316328","267705","318415","255499","281232","366101","357484","412220","483482","477365","467095","476544","511719","505839","509201","579537","636901","615507","744575","751006","817516","856614","922652","1000061","1073059","1027058","1041458","","","",
"Nicaragua","NIC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4000","4000","4000","5000","5000","5600","7000","8000","8700","9500","9800","9400","11200","13900","8689","10778","10513","13914","15900","9121","6996","5944","5000","4565","4356","4191","2501","5031","4728","4656","3162","5783","6743","8212","11721","11989","16224","17423","19974","24042","27954","25783","25647","22659","27548","38222","43418","38849","47390","56796","57950","49275","58135","66693.9","81149","65406","68030","","","",
"Netherlands","NLD","Total fisheries production (metric tons)","ER.FSH.PROD.MT","303400","346100","321200","361000","388100","377200","353000","314500","323300","323200","300800","321200","348300","343736","325861","350558","284999","313094","324486","323773","340512","479772","544867","561989","496061","554911","502877","511773","476409","530228","507239","458814","487076","532882","529431","522031","510669","550010","656719","623371","571005","575205","518465","592821","600234","626976","558632","544433","487186.7","442582.6","501364.1","413895.9","393393.4","373962","434406","447396","433214","","","",
